id,title,company,job_location,job_state,date,site,job_description,salary,url,applied,search_term,skills,skills_by_category,priority,status,category,inserted_at,last_verified,user_id
05e58d85-5fa9-4a85-8f54-50b8c3035c94,"Senior Software Engineer, Originations",Credit Acceptance Corporation,USA (Remote),usa (remote),2025-07-16,CareerBuilder,,N/A,https://www.careerbuilder.com/job/J3V6QS6VFK71529VGK7,False,software engineer,[],{},0,new,,2025-07-16T19:05:39.461547,,
d4935dfd-4cb5-484f-b916-d013e348dc1a,"Software Engineer, JSON - AI Training (Freelance, Remote)",Alignerr,"San Francisco, CA (Remote)","san francisco, ca (remote)",2025-07-16,CareerBuilder,,N/A,https://www.careerbuilder.com/job/J3R0GH628MXS97SDRQ2,False,software engineer,[],{},0,new,,2025-07-16T19:05:45.332757,,
21191c58-0a77-46e5-ac90-6dbd72bfa44c,"Software Engineer, Bash - AI Training (Freelance, Remote)",Alignerr,"San Francisco, CA (Remote)","san francisco, ca (remote)",2025-07-16,CareerBuilder,,N/A,https://www.careerbuilder.com/job/J3R82M6QK6X9FB4D6PG,False,software engineer,[],{},0,new,,2025-07-16T19:05:51.164863,,
47699553-c0db-41e8-8274-0559c4726f6a,Senior Software Engineer (REMOTE),Upbound,"Boston, MA (Remote)","boston, ma (remote)",2025-07-16,CareerBuilder,,N/A,https://www.careerbuilder.com/job/J3P1CQ6HDYZKFLC6454,False,software engineer,[],{},0,new,,2025-07-16T19:05:57.012359,,
575676a3-1250-46b6-9c8c-3d249e3a1553,"Senior Software Engineer (SF, NYC, or Remote in US)",Office Hours,"San Francisco, CA (Remote)","san francisco, ca (remote)",2025-07-16,CareerBuilder,,N/A,https://www.careerbuilder.com/job/J3W1C56CLZVCCY15TSD,False,software engineer,[],{},0,new,,2025-07-16T19:06:02.818441,,
3d91598d-5ea8-4150-bbf9-4da3e40692f6,"Software Engineer, GDScript - AI Training (Freelance, Remote)",Alignerr,"San Francisco, CA (Remote)","san francisco, ca (remote)",2025-07-16,CareerBuilder,,N/A,https://www.careerbuilder.com/job/J3S7JZ5WMXZYLTF3DMP,False,software engineer,[],{},0,new,,2025-07-16T19:06:08.725495,,
67750bcc-0f19-4453-bcb6-20da936b5e7d,Senior Backend Software Engineer - Data (REMOTE),GEICO,"Seattle, WA (Remote)","seattle, wa (remote)",2025-07-16,CareerBuilder,,N/A,https://www.careerbuilder.com/job/J3W2XN6T7XCY6YHJGZ5,False,software engineer,[],{},0,new,,2025-07-16T19:06:14.722975,,
5a98580c-ae09-4a7f-b643-9e8bf84aeb65,"Software Engineer, SQL - AI Training (Freelance, Remote)",Alignerr,"San Francisco, CA (Remote)","san francisco, ca (remote)",2025-07-16,CareerBuilder,,N/A,https://www.careerbuilder.com/job/J3M6586FMS13HMX787J,False,software engineer,[],{},0,new,,2025-07-16T19:06:20.530095,,
2d52c778-2d46-418a-b997-e685dfb8898f,"Software Engineer, YAML - AI Training (Freelance, Remote)",Alignerr,"San Francisco, CA (Remote)","san francisco, ca (remote)",2025-07-16,CareerBuilder,,N/A,https://www.careerbuilder.com/job/J3N6PD6HT5J55QKPD4D,False,software engineer,[],{},0,new,,2025-07-16T19:06:26.416469,,
4d9b2664-7371-48bf-bef8-cfed518e2885,"Senior Software Engineer, Billing & Expansion Team - US (Remote)",TieTalent,"San Francisco, CA (Remote)","san francisco, ca (remote)",2025-07-16,CareerBuilder,,N/A,https://www.careerbuilder.com/job/J3R2C16512TJZ0T1NDS,False,software engineer,[],{},0,new,,2025-07-16T19:06:32.167072,,
